mol,sn,Mult,eV,nm,f,orb,tdmx,tdmy,tdmz,dips,tvdmx,tvdmy,tvdmz,dipsv,tmdmx,tmdmy,tmdmz,rotxx,rotyy,rotzz,R,EMangle,rotlxx,rotlyy,rotlzz,Rl
hod0188,1,Singlet,2.4134,513.72,0.0229,H-L:0.833;H2-L:0.069,0.2245,0.5661,-0.1302,0.3879,-0.0189,-0.0512,0.0094,0.0031,-0.2231,-0.0374,-0.2308,20.1224,4.3210,7.1609,10.5348,77.19,35.4224,14.9601,-21.2485,9.7113
hod0189,1,Singlet,2.4637,503.25,0.0039,H-L:0.92;H-L1:0.023,0.0701,-0.2436,0.0202,0.0647,-0.0061,0.0224,0.0011,0.0005,0.0880,-0.0051,0.0434,-0.4451,-0.9865,-3.3137,-1.5818,105.40,-4.3620,-0.8794,-0.6205,-1.9539
hod0190,1,Singlet,1.9177,646.51,0.0022,H-L:0.965,0.1474,0.1598,-0.0209,0.0477,-0.0104,-0.0106,-0.0019,0.0002,0.0134,0.0338,-0.1725,-0.2173,0.6580,-2.0781,-0.5458,93.55,-1.3989,-3.8165,-2.5489,-2.5881
hod0191,1,Singlet,2.449,506.27,0.013,H-L:0.914;H1-L:0.025,0.0313,0.4507,-0.1138,0.2171,-0.0022,-0.0400,0.0068,0.0016,-0.1131,-0.0420,-0.2529,2.1821,-7.6729,7.1715,0.5602,88.92,2.5056,13.3887,-20.3590,-1.4882
hod0192,1,Singlet,1.9983,620.44,0.0034,H-L:0.952,-0.1300,-0.2211,0.0610,0.0695,0.0101,0.0164,-0.0005,0.0004,0.0521,-0.0662,0.1551,-4.5604,1.5977,-3.1805,-2.0477,100.80,4.7906,-10.3562,-6.6923,-4.0860
hod0193,1,Singlet,2.4588,504.24,0.0044,H-L:0.908;H-L1:0.054,0.2170,0.1477,0.0576,0.0722,-0.0190,-0.0145,-0.0025,0.0006,0.0955,-0.0701,-0.0544,2.8983,-7.8195,-0.3020,-1.7411,102.30,-14.6478,7.3221,2.2176,-1.7027
hod0194,1,Singlet,2.5661,483.16,0.0112,H-L:0.782;H4-L:0.05,0.1218,-0.4033,0.0172,0.1778,-0.0113,0.0388,-0.0005,0.0016,0.2112,0.2307,-0.3262,22.7187,-4.2538,31.9069,16.7906,68.41,-18.1831,65.8111,3.9669,17.1983
hod0195,1,Singlet,2.587,479.25,0.0244,H-L:0.868;H1-L:0.052,-0.5725,0.2365,-0.0240,0.3842,0.0516,-0.0233,0.0035,0.0032,-0.1170,-0.3709,-0.3582,21.5837,-19.5719,8.1233,3.3784,87.40,-47.3596,62.0238,-6.0794,2.8616
hod0196,1,Singlet,2.3781,521.36,0.0073,H-L:0.895;H1-L:0.031,0.2007,-0.2823,0.0773,0.1259,-0.0160,0.0251,-0.0035,0.0009,0.1294,0.1647,-0.0378,11.9828,-7.3750,13.1351,5.9143,69.91,-18.3702,32.8653,2.0653,5.5201
hod0197,1,Singlet,2.5364,488.82,0.0078,H-L:0.856;H1-L:0.077,-0.2382,-0.2396,-0.1051,0.1252,0.0226,0.0228,0.0071,0.0011,-0.0646,0.1484,0.1299,11.9041,-3.7136,13.4292,7.2066,65.32,-10.8825,25.1490,9.6538,7.9734
hod0198,1,Singlet,2.7234,455.26,0.0399,H-L:0.489;H2-L:0.316,-0.1414,0.7594,0.0341,0.5978,0.0141,-0.0769,-0.0012,0.0061,-0.0561,-0.1533,0.1188,55.7896,-0.0322,21.0031,25.5869,46.51,-5.6125,82.3447,-2.8624,24.6233
hod0199,1,Singlet,2.6015,476.58,0.014,H-L:0.902,0.0020,0.4685,0.0260,0.2202,-0.0007,-0.0443,-0.0059,0.0020,-0.0425,-0.2854,0.1664,39.7941,-3.2176,49.8949,28.8238,38.23,0.0610,94.5651,-3.0567,30.5231
hod0200,1,Singlet,2.8446,435.85,0.0094,H-L:0.89;H-L1:0.064,0.2829,0.2293,-0.0401,0.1342,-0.0300,-0.0231,0.0006,0.0014,-0.0271,0.0727,-0.1662,-3.6322,0.6313,-3.6038,-2.2016,98.08,5.4263,-11.7931,-4.7094,-3.6921
hod0201,1,Singlet,2.9735,416.97,0.0531,H-L:0.901,-0.1808,-0.8263,0.1137,0.7284,0.0196,0.0896,-0.0103,0.0085,0.3692,0.1012,0.3734,52.8471,2.4807,25.4583,26.9287,75.34,47.2052,59.1356,-30.0214,25.4398
hod0202,1,Singlet,2.9952,413.95,0.0061,H-L:0.813;H3-L:0.097,-0.2026,0.1995,-0.0481,0.0832,0.0220,-0.0239,0.0031,0.0011,-0.1276,-0.1423,0.1034,5.8940,-7.4338,7.4361,1.9654,82.57,-18.2780,20.0838,3.5153,1.7737
hod0203,1,Singlet,2.6626,465.64,0.0197,H-L:0.799;H1-L:0.148,-0.1478,-0.5262,-0.0626,0.3027,0.0148,0.0515,0.0042,0.0029,-0.2014,0.2338,0.1387,40.8020,-9.9740,38.8980,23.2420,57.98,-21.0415,86.9893,6.1377,24.0285
hod0204,1,Singlet,2.5008,495.78,0.0429,H-L:0.669;H1-L:0.115,0.2192,0.7798,-0.2085,0.6997,-0.0199,-0.0718,0.0173,0.0059,-0.3095,-0.0250,-0.2016,21.0295,-8.9787,22.3171,11.4560,80.93,47.9915,13.7697,-29.7385,10.6742
hod0205,1,Singlet,2.6835,462.03,0.0137,H-L:0.758;H-L1:0.061,-0.0025,0.4507,-0.0717,0.2083,0.0009,-0.0458,0.0040,0.0021,0.2987,-0.2342,0.1967,46.7112,3.1055,34.7897,28.2021,53.12,0.5358,74.6547,9.9738,28.3881
hod0206,1,Singlet,2.2467,551.84,0.0054,H-L:0.913;H-L1:0.034,-0.1760,0.2488,0.0675,0.0974,0.0133,-0.0198,-0.0075,0.0006,-0.0272,-0.4357,-0.2609,45.3461,10.6144,31.4897,29.1501,36.46,-3.3832,76.6420,12.4492,28.5693
hod0207,1,Singlet,2.5874,479.19,0.0102,H-L:0.75;H1-L:0.164,-0.0698,0.3953,-0.0005,0.1612,0.0051,-0.0372,-0.0027,0.0014,-0.1362,-0.1918,0.0021,22.9805,-0.5842,25.4875,15.9613,43.39,-6.7234,53.6161,0.0007,15.6311
hod0208,1,Singlet,2.8291,438.25,0.0117,H-L:0.858;H-L1:0.047,0.2198,-0.3261,-0.1200,0.1690,-0.0228,0.0342,0.0096,0.0018,-0.1714,-0.0018,-0.2402,-2.4693,2.2343,10.7809,3.5153,82.85,26.6327,-0.4110,-20.3909,1.9436
hod0209,1,Singlet,2.66,466.11,0.0107,H-L:0.83;H2-L:0.073,-0.1742,0.3634,0.0437,0.1643,0.0167,-0.0353,-0.0018,0.0015,-0.1671,-0.2940,0.1626,33.4518,-11.6617,30.9553,17.5818,60.22,-20.5819,75.5468,-5.0275,16.6458
hod0210,1,Singlet,2.1543,575.51,0.0119,H-L:0.942,0.1267,-0.4569,-0.0253,0.2255,-0.0081,0.0358,0.0002,0.0013,-0.2165,0.2707,-0.4180,46.1213,6.6269,48.7338,33.8273,55.26,19.3947,87.4770,-7.4772,33.1315
hod0211,1,Singlet,2.1178,585.43,0.0051,H-L:0.928,-0.1303,-0.2834,-0.0320,0.0983,0.0103,0.0228,0.0059,0.0007,0.0134,0.0523,0.0492,5.5897,3.2951,5.8151,4.9000,30.35,1.2333,10.4736,1.1146,4.2739
hod0212,1,Singlet,2.7279,454.5,0.0052,H-L:0.8;H-L1:0.062,0.0150,0.2743,-0.0424,0.0773,-0.0021,-0.0265,0.0019,0.0007,-0.3030,-0.2869,0.3463,23.2059,3.8037,35.8433,20.9510,52.00,3.2098,55.6529,10.3901,23.0842
hod0213,1,Singlet,2.756,449.87,0.0195,H-L:0.761;H3-L:0.068,-0.1278,0.5141,-0.0876,0.2884,0.0120,-0.0529,0.0103,0.0030,0.0064,-0.5961,-0.0816,105.7183,-2.5527,111.6956,71.6204,22.12,0.5798,216.7386,-5.0542,70.7547
hod0214,1,Singlet,2.6868,461.46,0.0229,H-L:0.806;H-L1:0.115,0.2010,0.5541,-0.0257,0.3481,-0.0190,-0.0534,0.0045,0.0032,0.3702,-0.3702,-0.6300,49.5433,-26.4582,47.6609,23.5820,77.75,-52.6190,145.0787,-11.4594,27.0001
hod0215,1,Singlet,2.8046,442.08,0.0085,H-L:0.92,-0.0957,-0.3393,0.0046,0.1243,0.0101,0.0359,0.0040,0.0014,-0.0141,0.2144,-0.0201,20.7510,-1.4443,31.9250,17.0772,22.59,-0.9549,51.4375,0.0660,16.8495
hod0216,1,Singlet,2.6685,464.62,0.0121,H-L:0.845;H2-L:0.042,0.0246,0.4216,-0.0782,0.1845,-0.0029,-0.0416,0.0047,0.0018,-0.2544,-0.2499,-0.2906,33.6808,-4.8857,41.6751,23.4901,59.58,4.4170,74.5074,-16.0724,20.9506
hod0217,1,Singlet,2.495,496.93,0.0098,H-L:0.928;H4-L:0.021,0.2404,0.3173,-0.0333,0.1596,-0.0230,-0.0282,0.0006,0.0013,-0.1120,0.0766,-0.3315,-1.3069,8.1506,-5.1247,0.5730,89.02,19.0442,-17.1824,-7.8085,-1.9822
hod0218,1,Singlet,2.7275,454.57,0.0147,H-L:0.701;H-L1:0.238,-0.0959,-0.4548,0.0590,0.2195,0.0094,0.0459,-0.0031,0.0022,0.1061,0.1684,0.0278,25.2422,-0.4322,36.1299,20.3133,23.67,7.1977,54.1727,-1.1587,20.0706
hod0219,1,Singlet,2.7126,457.06,0.0447,H1-L:0.383;H2-L:0.322,0.0626,-0.8077,0.1259,0.6722,-0.0044,0.0804,-0.0095,0.0066,-0.2684,0.2839,0.2187,85.0392,-6.7630,77.3613,51.8792,52.83,11.8890,162.1611,-19.4809,51.5231
hod0220,1,Singlet,2.5647,483.43,0.0083,H-L:0.926,-0.0498,0.3483,-0.0936,0.1325,0.0027,-0.0325,0.0038,0.0011,-0.1766,-0.0579,-0.0415,-0.9347,-5.2114,15.4579,3.1040,78.54,-6.2226,14.2666,-2.7449,1.7664
hod0221,1,Singlet,2.7215,455.57,0.0111,H-L:0.885;H1-L:0.04,-0.2014,0.3557,-0.0035,0.1671,0.0194,-0.0357,-0.0025,0.0017,-0.1531,-0.3414,0.1643,35.8404,-7.8699,34.4084,20.7930,57.98,-21.7992,85.8940,0.4091,21.5013
hod0222,1,Singlet,2.3881,519.18,0.0411,H-L:0.784;H2-L:0.074,0.7517,-0.3691,-0.0367,0.7026,-0.0663,0.0325,0.0007,0.0055,-0.1737,-0.1250,-0.4167,-2.1707,45.3819,14.4368,19.2160,78.07,92.3069,-32.6306,-10.8073,16.2897
hod0223,1,Singlet,2.5524,485.75,0.0081,H-L:0.848;H-L1:0.047,0.2951,-0.2042,0.0051,0.1288,-0.0262,0.0192,0.0019,0.0011,0.1262,0.1951,-0.1757,8.8785,-11.1981,3.2215,0.3006,89.28,-26.3335,28.1818,0.6373,0.8285
hod0224,1,Singlet,2.4675,502.47,0.0068,H-L:0.905;H1-L:0.032,-0.2299,-0.2410,0.0321,0.1120,0.0207,0.0210,-0.0006,0.0009,-0.0923,0.2869,-0.0923,22.0857,-5.6529,16.0858,10.8395,63.39,-15.0052,48.8993,2.0973,11.9971
hod0225,1,Singlet,2.9394,421.8,0.0352,H1-L:0.6;H-L:0.187,-0.1541,0.6769,0.0797,0.4883,0.0148,-0.0743,-0.0053,0.0058,-0.1117,-0.1837,-0.0215,38.5606,-4.1345,44.8261,26.4174,42.46,-12.1736,87.9309,1.2090,25.6554
hod0226,1,Singlet,2.3207,534.26,0.0132,H-L:0.917;H3-L:0.026,-0.3356,0.3430,0.0437,0.2322,0.0265,-0.0289,-0.0063,0.0016,-0.0416,-0.2742,-0.0896,30.4781,6.2717,24.4599,20.4032,50.32,-9.8748,66.5147,2.7666,19.8022
hod0227,1,Singlet,3.023,410.13,0.027,H-L:0.867;H-L1:0.057,0.1715,0.5777,0.0290,0.3640,-0.0192,-0.0627,-0.0006,0.0043,-0.2016,-0.0713,0.3279,27.4434,8.7070,15.6794,17.2766,71.51,24.4526,29.1438,-6.7308,15.6219
hod0228,1,Singlet,2.7999,442.82,0.0172,H-L:0.744;H-L1:0.166,-0.1956,0.4306,-0.1629,0.2503,0.0191,-0.0438,0.0138,0.0025,-0.1819,-0.1555,-0.0234,7.6602,-18.5246,31.6381,6.9246,75.36,-25.1655,47.3552,-2.6984,6.4971
hod0229,1,Singlet,2.5989,477.07,0.0192,H-L:0.692;H2-L:0.156,-0.0758,0.5182,-0.1635,0.3010,0.0067,-0.0499,0.0126,0.0027,0.2104,-0.1894,-0.1992,28.4652,0.0509,33.2938,20.6033,62.31,11.2731,69.3957,-23.0316,19.2124
hod0230,1,Singlet,2.9136,425.54,0.0252,H-L:0.752;H1-L:0.088,-0.1343,0.5775,0.0299,0.3524,0.0133,-0.0627,-0.0008,0.0041,0.0054,-0.5516,-0.3171,91.7786,1.8117,136.9827,76.8577,31.14,0.5166,225.2593,6.7042,77.4934
hod0231,1,Singlet,2.6019,476.52,0.007,H-L:0.947,-0.0770,0.3196,-0.0454,0.1101,0.0061,-0.0297,0.0013,0.0009,-0.1944,-0.0953,-0.0852,8.3679,-5.1881,8.1450,3.7749,77.49,-10.5841,21.5377,-2.7326,2.7403
hod0232,1,Singlet,2.3814,520.64,0.0041,H-L:0.913,0.0239,0.2556,-0.0639,0.0700,-0.0032,-0.0225,0.0023,0.0005,-0.1024,-0.0558,-0.0601,4.2684,-0.5265,7.8897,3.8772,61.23,1.7270,10.0795,-2.7137,3.0309
hod0233,1,Singlet,2.4493,506.2,0.0122,H-L:0.843;H-L1:0.07,-0.0282,0.4445,0.0667,0.2028,0.0028,-0.0399,-0.0025,0.0016,0.0643,-0.0544,0.0826,8.5901,-1.4410,9.6693,5.6061,63.11,1.2824,17.1095,-3.8950,4.8323
hod0234,1,Singlet,2.8038,442.2,0.0419,H-L:0.842;H2-L:0.038,0.0891,0.7656,0.1255,0.6098,-0.0082,-0.0781,-0.0106,0.0063,-0.1807,0.0044,0.4810,1.6333,-5.6011,-23.2806,-9.0828,95.59,11.3893,-2.3567,-42.7011,-11.2228
hod0235,1,Singlet,2.6008,476.71,0.0187,H-L:0.819;H6-L:0.039,0.3123,0.4409,-0.0301,0.2928,-0.0317,-0.0410,-0.0008,0.0027,-0.1677,0.0534,-0.2476,-4.4334,18.2579,10.9180,8.2475,77.74,37.0375,-16.6397,-5.2714,5.0421
hod0236,1,Singlet,2.6437,468.98,0.0121,H-L:0.895;H3-L:0.033,0.2348,0.3579,0.0625,0.1871,-0.0247,-0.0331,-0.0028,0.0017,-0.2539,-0.0200,0.0207,-1.4346,17.9187,33.5133,16.6658,49.50,42.1539,5.0611,-0.9145,15.4335
hod0237,1,Singlet,2.26,548.59,0.0061,H-L:0.89;H1-L:0.039,-0.0054,0.3295,-0.0367,0.1099,-0.0002,-0.0280,0.0006,0.0008,-0.0538,-0.0730,-0.1703,8.8935,-0.4756,8.2837,5.5672,68.74,-0.2051,16.9978,-4.4213,4.1238
hod0238,1,Singlet,2.2735,545.36,0.0076,H-L:0.924;H1-L:0.02,-0.1177,0.3493,0.0050,0.1359,0.0093,-0.0287,-0.0035,0.0009,0.0052,-0.2189,-0.0062,21.4896,1.8899,30.3181,17.8992,17.30,0.4322,54.0778,0.0218,18.1773
hod0239,1,Singlet,2.892,428.71,0.011,H-L:0.872;H2-L:0.028,-0.3251,0.2166,0.0496,0.1550,0.0342,-0.0228,-0.0038,0.0017,-0.1493,-0.1644,-0.1159,9.0702,-15.3098,0.1211,-2.0395,95.11,-34.3113,25.1727,4.0643,-1.6915
hod0240,1,Singlet,2.582,480.2,0.0106,H-L:0.892;H3-L:0.022,-0.1993,-0.3570,-0.0238,0.1677,0.0197,0.0324,0.0051,0.0015,0.1113,0.0920,-0.1230,8.2310,4.0142,21.6025,11.2826,51.29,15.6828,23.2312,-2.0659,12.2827
hod0241,1,Singlet,2.6855,461.68,0.0162,H-L:0.723;H2-L:0.102,-0.0221,0.4912,-0.0660,0.2461,0.0009,-0.0473,0.0039,0.0023,-0.1903,0.0801,-0.2706,-13.7727,-6.8305,-15.2271,-11.9435,108.03,-2.9717,-27.8082,-12.6328,-14.4709
hod0242,1,Singlet,2.9145,425.4,0.0095,H-L:0.868;H1-L:0.067,0.3161,0.1828,-0.0077,0.1334,-0.0334,-0.0192,0.0030,0.0015,-0.2200,0.1671,-0.1927,-16.6462,17.2216,22.8573,7.8109,74.17,49.1682,-21.6042,-1.0486,8.8385
hod0243,1,Singlet,2.5171,492.56,0.0076,H-L:0.857;H2-L:0.065,-0.0585,-0.3453,-0.0086,0.1227,0.0061,0.0324,0.0041,0.0011,0.1523,-0.0361,0.0924,-4.2666,7.3038,-1.9635,0.3579,88.67,6.3027,-8.8262,0.5636,-0.6533
hod0244,1,Singlet,2.2761,544.73,0.0037,H-L:0.911;H1-L:0.026,-0.0200,-0.2509,-0.0529,0.0661,0.0013,0.0208,0.0010,0.0004,-0.1422,0.0017,-0.0471,-1.4022,-1.2073,0.9817,-0.5426,93.53,-2.0067,0.3011,-1.7618,-1.1558
hod0245,1,Singlet,2.7337,453.55,0.0073,H-L:0.89;H-L1:0.044,0.1920,-0.2627,0.0558,0.1090,-0.0178,0.0259,-0.0029,0.0010,0.0771,0.2773,-0.0448,20.4750,-4.3561,25.7722,13.9637,49.72,-10.4704,51.5263,1.7695,14.2751
hod0246,1,Singlet,2.665,465.22,0.041,H1-L:0.692;H2-L:0.111,0.7447,0.2683,0.0339,0.6277,-0.0705,-0.0261,-0.0014,0.0056,-0.2532,0.1852,-0.1213,-8.0531,65.9082,37.3858,31.7470,58.54,133.3436,-35.1412,2.9028,33.7017
hod0247,1,Singlet,2.1623,573.4,0.0376,H-L:0.854;H1-L:0.079,0.5033,-0.6389,-0.2205,0.7102,-0.0378,0.0501,0.0148,0.0042,-0.1982,0.0353,-0.4514,4.6964,-0.7624,18.9070,7.6137,85.38,70.5327,15.9502,-70.3720,5.3703
hod0248,1,Singlet,2.8669,432.47,0.009,H-L:0.868;H-L1:0.041,0.2021,-0.2946,0.0183,0.1280,-0.0199,0.0301,0.0013,0.0013,0.1370,0.2552,-0.0874,19.9874,-8.6542,21.2025,10.8453,63.70,-19.5736,53.1790,1.1304,11.5786
hod0249,1,Singlet,2.4931,497.3,0.0343,H-L:0.676;H1-L:0.206,0.2614,0.7016,-0.0357,0.5619,-0.0247,-0.0638,0.0006,0.0047,-0.2605,-0.0650,-0.2417,31.6776,22.8973,25.8634,26.8128,65.04,48.1653,32.2276,-6.1007,24.7640
hod0250,1,Singlet,2.6664,464.98,0.0132,H-L:0.888;H1-L:0.047,-0.0239,0.4490,0.0246,0.2028,0.0004,-0.0441,0.0007,0.0019,-0.1581,-0.0878,0.1665,13.1187,0.3625,14.8410,9.4407,68.77,-2.6748,27.8664,-2.8975,7.4314
hod0251,1,Singlet,2.4571,504.59,0.0154,H-L:0.868;H-L1:0.033,-0.0676,-0.5005,0.0020,0.2551,0.0070,0.0454,0.0033,0.0021,0.2149,-0.0113,0.1937,0.7249,9.4923,2.5228,4.2466,83.00,10.2770,-3.9938,-0.2791,2.0014
hod0252,1,Singlet,2.2972,539.72,0.0064,H-L:0.908;H1-L:0.042,-0.1599,-0.2957,-0.0239,0.1136,0.0128,0.0248,0.0053,0.0008,0.0485,0.0038,0.1386,4.7468,6.3492,1.0177,4.0379,69.72,5.4879,0.7928,2.3383,2.8730
hod0253,1,Singlet,2.4907,497.79,0.0103,H-L:0.768;H1-L:0.147,0.2430,0.3220,-0.0793,0.1690,-0.0215,-0.0293,0.0041,0.0013,-0.0923,0.0959,-0.2474,-8.5804,3.1035,-8.7614,-4.7461,100.35,15.8575,-21.8443,-13.8704,-6.6191
hod0254,1,Singlet,2.4131,513.79,0.0068,H-L:0.87;H1-L:0.071,0.0862,0.3219,-0.0692,0.1158,-0.0087,-0.0274,0.0033,0.0008,-0.0932,-0.1038,-0.1784,10.8129,-0.7716,14.3097,8.1170,62.19,5.6842,23.6349,-8.7314,6.8626
hod0255,1,Singlet,2.4095,514.55,0.0183,H-L:0.565;H1-L:0.181,0.1519,-0.5253,-0.1056,0.3101,-0.0131,0.0470,0.0055,0.0024,-0.1240,0.0947,-0.2429,22.1888,-3.5910,19.3762,12.6580,70.42,13.3196,35.1756,-18.1379,10.1191
hod0256,1,Singlet,2.8783,430.75,0.0276,H-L:0.823;H-L1:0.035,0.1148,0.6139,-0.0314,0.3910,-0.0126,-0.0643,0.0008,0.0043,-0.2545,-0.2599,0.0650,56.0269,7.3576,70.0874,44.4907,34.45,20.6726,112.8379,1.4414,44.9840
hod0257,1,Singlet,2.3972,517.21,0.0125,H-L:0.887;H-L1:0.032,0.1346,-0.4389,-0.0456,0.2128,-0.0115,0.0392,0.0012,0.0017,-0.1674,0.0439,-0.0620,3.7803,4.6006,20.2537,9.5449,61.65,15.9396,13.6331,-1.9992,9.1912
hod0258,1,Singlet,2.5557,485.14,0.0198,H-L:0.879;H-L1:0.051,0.5605,-0.0117,-0.0437,0.3162,-0.0509,0.0012,0.0013,0.0026,-0.0108,0.3656,0.2827,1.5859,0.5822,7.9979,3.3886,86.71,4.2635,3.0358,8.7345,5.3446
hod0259,1,Singlet,2.563,483.74,0.0321,H-L:0.884;H-L1:0.024,0.3532,0.6211,0.0200,0.5109,-0.0353,-0.0574,-0.0043,0.0046,-0.0206,-0.0201,-0.4811,24.3205,6.7755,-1.4273,9.8896,83.02,5.1419,8.8502,6.8170,6.9364
hod0260,1,Singlet,1.7118,724.29,0.0034,H-L:0.931,0.0662,-0.2773,-0.0303,0.0822,-0.0033,0.0170,0.0056,0.0003,0.1061,0.2574,0.3187,34.1160,9.3468,21.6187,21.6938,41.18,-4.9677,50.4675,6.8392,17.4463
hod0261,1,Singlet,2.4644,503.1,0.0192,H-L:0.489;H1-L:0.408,-0.4662,0.3090,-0.0770,0.3187,0.0396,-0.0274,0.0097,0.0024,-0.0430,-0.3175,-0.0525,29.7006,0.8126,20.0843,16.8658,66.00,-14.1725,69.3788,-2.8602,17.4487
hod0262,1,Singlet,2.4682,502.33,0.0102,H-L:0.932,0.2915,-0.2898,0.0094,0.1690,-0.0240,0.0259,0.0019,0.0012,0.0994,0.2033,-0.1589,12.9593,-4.3115,11.5074,6.7184,74.65,-20.4841,41.6703,1.0554,7.4139
hod0263,1,Singlet,2.7331,453.65,0.0224,H1-L:0.869;H6-L:0.049,0.3582,0.4366,-0.1224,0.3339,-0.0355,-0.0437,0.0081,0.0032,-0.1430,0.0902,-0.3324,-13.0638,2.7105,-0.7255,-3.6929,94.25,36.2122,-27.8654,-28.7674,-6.8069
hod0264,1,Singlet,2.2957,540.07,0.0136,H-L:0.943,-0.2832,0.4026,0.0115,0.2424,0.0218,-0.0334,-0.0028,0.0016,-0.2191,-0.1852,0.1009,22.6416,-22.3569,9.1932,3.1593,84.66,-43.8831,52.7247,-0.8184,2.6744
hod0265,1,Singlet,2.8536,434.49,0.0261,H-L:0.658;H2-L:0.137,0.2320,0.5647,-0.0289,0.3735,-0.0236,-0.0598,0.0008,0.0041,-0.2141,-0.1266,-0.5562,53.2642,17.2926,11.6809,27.4126,71.88,35.1296,50.5691,-11.3542,24.7815
hod0266,1,Singlet,2.9745,416.83,0.013,H-L:0.844;H1-L:0.03,-0.2575,-0.3341,0.0326,0.1790,0.0269,0.0367,-0.0015,0.0021,-0.1344,0.3430,-0.0732,31.3508,-7.9064,35.3846,19.6097,57.90,-24.4759,81.0228,1.6861,19.4110
hod0267,1,Singlet,3.0727,403.5,0.0181,H-L:0.793;H1-L:0.098,-0.1526,0.4516,0.1142,0.2402,0.0171,-0.0508,-0.0106,0.0030,-0.1588,-0.4106,0.2347,52.8312,-12.8808,58.0162,32.6555,54.94,-17.1293,131.1143,-18.9640,31.6737
hod0268,1,Singlet,2.3918,518.36,0.0196,H-L:0.858;H2-L:0.074,-0.0284,0.5747,-0.0573,0.3344,0.0009,-0.0498,0.0023,0.0025,-0.2605,-0.0653,-0.0752,17.3561,-3.1811,8.6371,7.6040,78.24,-5.2295,26.5225,-3.0476,6.0818
hod0269,1,Singlet,2.7396,452.56,0.0122,H-L:0.841;H-L1:0.029,-0.2755,-0.3239,-0.0363,0.1822,0.0265,0.0333,0.0019,0.0018,-0.1504,0.3746,0.3204,35.3697,-7.6661,36.3504,21.3513,65.46,-29.2971,85.8000,8.2298,21.5775
hod0270,1,Singlet,2.6511,467.66,0.0091,H-L:0.851;H1-L:0.057,-0.0966,0.3603,0.0145,0.1393,0.0108,-0.0355,0.0012,0.0014,0.1825,-0.0961,-0.0319,9.5077,6.1461,23.1715,12.9418,46.41,12.4643,24.4954,0.3283,12.4293
hod0271,1,Singlet,2.4261,511.05,0.0233,H-L:0.897;H1-L:0.035,0.5470,0.2952,-0.0697,0.3912,-0.0479,-0.0251,0.0034,0.0029,-0.0506,0.0905,-0.3142,-4.8992,6.3418,-8.7001,-2.4192,92.93,19.5684,-18.8963,-15.4876,-4.9385
hod0272,1,Singlet,2.2352,554.7,0.0136,H-L:0.899;H2-L:0.035,-0.0778,-0.4914,0.0284,0.2483,0.0066,0.0396,0.0004,0.0016,0.0952,0.1576,0.1592,24.5740,1.5246,33.6443,19.9143,44.77,5.2373,54.7797,-3.1929,18.9414
hod0273,1,Singlet,2.4067,515.17,0.0122,H-L:0.881;H1-L1:0.022,-0.2260,0.3934,-0.0178,0.2061,0.0189,-0.0333,-0.0003,0.0015,-0.1010,-0.4522,0.3035,43.8365,-3.8086,64.5364,34.8548,51.97,-16.1369,125.8174,3.8109,37.8305
hod0274,1,Singlet,2.6971,459.69,0.0355,H-L:0.765;H1-L:0.153,-0.3963,-0.6104,0.0830,0.5366,0.0380,0.0599,-0.0058,0.0051,0.2010,-0.0564,0.4965,4.2374,11.2368,-5.7964,3.2259,87.97,56.3295,-24.3400,-29.1313,0.9527
hod0275,1,Singlet,2.9986,413.47,0.0467,H-L:0.816;H1-L1:0.062,-0.4671,0.6432,0.0650,0.6361,0.0493,-0.0720,-0.0040,0.0076,0.2174,-0.4483,0.0356,95.6131,44.4573,134.9944,91.6883,10.84,71.8246,203.9134,-1.6370,91.3670
hod0276,1,Singlet,2.5466,486.86,0.0186,H1-L:0.877;H2-L:0.037,-0.3743,0.3970,-0.0314,0.2986,0.0346,-0.0372,0.0062,0.0026,0.0062,-0.3071,-0.0096,38.8212,4.8117,43.7986,29.1438,42.58,1.6361,86.2082,-0.2126,29.2106
hod0277,1,Singlet,2.5262,490.79,0.0628,H1-L:0.463;H-L:0.165,-0.8432,0.5298,-0.1505,1.0142,0.0790,-0.0498,0.0116,0.0089,0.3811,0.0887,-0.1226,3.0294,105.3453,76.3122,61.5623,51.07,227.2059,-33.2395,-13.0533,60.3043
hod0278,1,Singlet,2.3087,537.03,0.0073,H-L:0.958,-0.0856,-0.3365,0.0961,0.1298,0.0063,0.0290,-0.0045,0.0009,0.0694,0.0153,0.1664,0.3588,-3.6563,4.3591,0.3539,88.66,4.1971,3.6378,-11.3061,-1.1570
hod0279,1,Singlet,2.8896,429.08,0.0189,H-L:0.722;H1-L:0.093,0.2862,0.4297,-0.0075,0.2666,-0.0300,-0.0465,0.0037,0.0031,0.1469,-0.3108,-0.2636,32.7119,-13.5153,41.1890,20.1285,67.84,-29.7254,94.4472,-1.3924,21.1098
hod0280,1,Singlet,2.3721,522.69,0.0138,H-L:0.623;H1-L:0.298,0.3759,-0.3100,0.0242,0.2379,-0.0322,0.0260,-0.0036,0.0017,-0.1660,0.2973,0.2069,25.8546,18.3951,55.7739,33.3412,41.83,44.1177,65.1603,-3.5390,35.2463
